pulse.width,FSC,F692.4,F580.3,F530.4,SSC,TIME
13632,36523,22397,38342,52879,39793,56765
11840,25789,185,119,150,25593,56765
13440,36347,21443,38052,52508,38842,56765
3840,6343,185,115,137,14298,56765
13568,36100,21539,37958,52172,39817,56765
11264,23878,17320,21813,1949,21678,56765
4928,8604,186,125,139,19689,56765
11328,25889,12879,17224,138,28488,56765
17344,53789,37609,8346,9500,58305,56765
3776,7452,185,120,133,2931,56765
8192,13033,185,118,138,26391,56765
3904,8087,184,119,137,22418,56765
3840,8692,186,120,134,13571,56765
5248,10447,191,121,134,8839,56765
4096,7039,182,121,132,15268,56765
13056,35009,21380,37521,52038,39875,56766
5120,8521,186,126,178,23020,56766
13248,36044,22010,37886,52183,40400,56766
13568,36235,20631,38077,52475,40175,56766
14336,40294,38096,156,215,38718,56766
5568,9841,193,120,135,15524,56766
13312,36225,21571,38053,52527,40582,56766
3136,6856,187,122,137,20578,56766
10240,20111,183,118,134,31869,56766
13440,36417,21368,38185,52602,39043,56766
12352,30969,23367,25243,5109,25265,56766
10496,22105,16262,19291,385,22690,56766
1728,6383,3136,117,136,18407,56766
896,3688,183,119,133,9015,56766
4928,8461,185,122,133,14076,56766
6720,10170,187,122,137,24185,56766
13696,36374,22017,38416,52843,40925,56766
13440,35558,29909,33261,12768,33385,56766
9536,17187,196,121,137,31768,56766
6848,12184,184,123,136,19121,56766
13632,36151,21579,37850,52343,38771,56766
12672,32855,27806,123,134,29348,56766
7232,12467,962,122,133,15108,56766
13376,36177,20887,38134,52479,40803,56766
15424,43277,16671,163,215,43016,56766
11648,21269,183,123,137,1739,56766
2368,6322,184,120,136,9968,56766
13824,36569,21898,38455,52897,39335,56767
13440,35975,21925,37844,52216,39770,56767
5312,9432,186,115,132,19112,56767
12288,31853,12333,118,137,33302,56767
2816,6627,185,120,135,23730,56767
13632,36346,21812,38439,52702,39688,56767
13056,35109,22158,37698,52084,39741,56767
1344,5734,180,118,136,21264,56767
6976,11164,187,121,137,15012,56767
12032,28811,26054,28184,6161,31983,56767
7680,13357,185,121,136,32336,56767
12352,35692,186,119,133,46920,56767
13888,38449,2228,121,140,34081,56767
8320,13426,185,117,136,2851,56767
13568,36960,26774,29288,9401,31825,56767
13504,36324,21904,38390,52707,39260,56768
12928,35041,21551,37739,52108,39232,56768
9216,16069,187,115,137,42034,56768
13376,36270,22661,38229,52703,40794,56768
13312,36034,22843,38085,52645,39372,56768
9152,16799,187,124,134,32828,56768
13184,25789,188,120,135,192,56768
13312,35524,21784,37744,52210,40170,56768
14208,38686,27105,43591,57667,44332,56768
13120,33930,28340,120,137,32354,56768
10496,22697,17900,22559,3070,26197,56768
12928,35243,21972,37783,52087,39312,56768
7552,14486,188,119,132,15854,56768
13696,38035,26672,43107,57215,44056,56768
16192,47839,48052,576,3405,44865,56768
3328,7414,185,120,135,15747,56768
13120,35709,22237,38023,52446,39957,56768
14016,34958,44597,281,232,47578,56768
7104,11732,186,120,138,7032,56768
11520,23670,185,120,135,10780,56768
10112,19804,15941,19908,946,20888,56768
13440,36008,21944,38029,52378,39766,56768
11392,26586,21049,25546,4295,23336,56768
13376,36379,21718,38239,52632,40787,56768
3008,7665,179,123,139,22621,56768
13376,35915,21601,38016,52363,38933,56769
7040,9515,190,119,134,33670,56769
15680,44904,41035,123,140,39670,56769
10496,12627,186,120,134,191,56769
6144,10434,187,118,136,17793,56769
10816,24133,188,120,136,29341,56769
13312,31796,184,120,137,15246,56769
13504,36349,21591,38189,52664,40098,56769
13248,35917,21816,38087,52525,39622,56769
13632,36749,22698,38344,52814,39123,56769
11648,26772,186,118,137,33180,56769
13184,35284,21912,37646,51937,39397,56769
13376,36289,22596,38402,52733,39598,56769
15040,45118,43412,186,245,41902,56769
13440,36832,34784,121,139,37599,56769
13376,36328,21972,38215,52705,40319,56769
13504,35991,21216,38029,52333,39056,56769
9088,15824,14320,18902,189,21174,56769
6272,10435,184,119,134,21076,56769
3392,6104,186,121,133,18579,56769
4160,8090,184,120,136,21602,56769
11840,28972,20773,23448,2293,24801,56769
12864,35006,21520,37468,51995,39317,56769
10880,23973,22184,26373,3640,22374,56769
13248,36166,21213,38148,52597,40042,56769
15168,40232,186,123,136,51385,56769
1920,6254,185,118,136,19306,56769
8064,13646,186,118,137,18222,56769
13184,35848,22482,38325,52660,40119,56770
13824,40523,37778,136,487,32141,56770
10688,22607,183,120,138,34763,56770
11648,27671,23639,27027,7096,23650,56770
5952,10981,184,124,135,17734,56770
13184,35734,22192,37876,52298,39946,56770
13248,35388,22048,37906,52260,39697,56770
11264,25527,22389,25857,6459,21347,56770
13120,35772,21740,37840,52224,40836,56770
13696,36175,21781,38145,52641,39606,56770
13312,35599,21795,37834,52303,39147,56770
7232,11021,181,120,134,20638,56770
17152,49808,50614,4887,6382,55363,56770
12416,30864,275,123,134,27177,56770
13440,36123,22111,38155,52574,38724,56770
13248,35859,21218,37960,52338,39520,56770
13504,36476,22391,38211,52678,40203,56770
14720,30653,185,119,138,14878,56770
12480,32596,23636,25948,5319,28764,56770
7552,13449,183,122,138,25374,56770
11392,24344,184,120,137,6066,56771
13504,36656,184,115,136,38547,56771
9152,16218,184,119,135,12823,56771
1856,6060,184,115,136,14370,56771
2112,6440,188,118,134,193,56771
13184,35843,22297,37937,52337,39900,56771
4480,8184,185,124,139,22044,56771
1344,5943,184,117,133,11044,56771
896,4234,187,115,135,19905,56771
14528,40096,36232,119,139,27139,56771
2368,5748,185,123,136,16104,56771
12864,35012,21434,37577,51765,38614,56771
11584,25614,23626,27102,6150,26373,56771
9536,17045,186,118,139,13371,56771
1344,5943,184,121,135,24529,56771
10496,21567,16522,18337,344,20551,56771
7936,13767,186,122,135,24304,56771
10880,22917,188,119,137,10489,56771
11648,23968,186,119,136,6896,56771
10752,22276,184,124,134,22998,56771
13376,36496,22248,38132,52724,41268,56771
13504,36146,21702,38269,52775,40422,56771
6592,13280,187,120,162,19125,56771
8064,14239,191,118,140,24568,56772
10944,22826,19803,23858,3109,26708,56772
13440,36029,21603,38077,52468,39321,56772
9984,19639,1424,121,142,28210,56772
16000,47228,3196,120,137,47555,56772
6400,11296,185,124,133,7384,56772
1664,6110,182,120,135,11377,56772
6464,11382,184,120,140,18325,56772
16768,38653,189,118,133,18121,56772
5056,9458,187,121,136,24130,56772
1920,6132,187,118,139,12720,56772
11392,25478,26199,24816,3817,24093,56772
13184,36145,22086,38205,52562,40762,56772
1344,5752,184,117,138,16026,56772
11840,30417,187,123,134,32351,56772
1984,6048,185,123,134,195,56772
8512,13940,189,118,135,23587,56772
6464,11022,187,119,136,9008,56772
13312,35933,21518,37820,52255,38633,56773
10304,18923,230,144,192,4834,56773
15296,42757,34498,12479,697,43638,56773
3840,7796,189,121,137,14991,56773
13248,35738,22607,38288,52630,40660,56773
11264,24952,25874,198,249,29407,56773
1728,6340,214,120,135,13979,56773
9408,18292,186,123,139,29302,56773
7936,13971,185,123,135,25892,56773
5888,10522,183,117,136,197,56773
7488,13271,190,122,138,13816,56773
12288,31198,27865,120,137,28579,56773
15744,45666,44138,121,135,42965,56773
8512,14655,186,120,136,10264,56773
13760,25239,188,118,133,191,56773
12736,33328,190,118,139,22383,56773
13568,36069,22326,38155,52558,40678,56773
13376,36143,21951,37922,52254,40806,56773
3520,6336,188,148,200,31844,56773
7040,12499,1284,118,139,19198,56773
4736,7818,189,121,134,19987,56773
4736,8806,182,120,140,21662,56774
13440,35938,21443,38295,52712,40800,56774
960,4798,187,120,134,14098,56774
12992,35484,21878,37925,52319,39534,56774
11520,20809,189,121,162,6293,56774
8384,14301,190,116,139,21058,56774
13504,36069,21806,37996,52345,39422,56774
11392,26472,25098,120,141,25955,56774
9728,19493,188,124,135,24980,56774
13568,36351,21969,38270,52733,40133,56774
14592,38724,27009,43384,57389,44542,56774
11200,24691,1426,134,184,25278,56774
13504,36358,22588,38289,52720,40492,56774
1536,5798,189,118,137,18020,56774
5440,8762,186,120,139,14038,56774
13440,36214,21785,38097,52640,39332,56774
13632,36238,21816,38178,52548,40471,56774
4224,6129,185,118,137,14987,56774
13312,35830,22607,38187,52569,39858,56775
13568,36288,22142,38288,52721,40358,56775
5696,9556,185,197,257,22767,56775
13376,36216,21641,38039,52608,40056,56775
15424,44420,43537,148,197,41075,56775
12928,35291,22231,37863,52300,39245,56775
13504,36483,22361,38381,52809,39615,56775
2752,7191,185,118,134,23633,56775
3456,8658,185,121,140,19347,56775
14336,38766,27206,43426,57491,43963,56775
832,5620,184,117,136,5644,56775
13568,36518,21454,38323,52835,39245,56775
16768,50561,19645,4088,2769,49955,56775
13504,36479,21482,38273,52799,39970,56775
13760,36483,22000,38171,52736,41304,56775
13120,35447,21229,37701,51961,39127,56775
10688,16380,185,123,132,3794,56775
13888,36428,22228,38317,52820,39776,56775
13696,36432,21724,37895,52397,40249,56775
13952,39148,36974,120,133,34746,56775
8384,14038,186,125,138,20369,56775
22720,39386,58100,10406,9249,57628,56775
6912,12485,188,119,138,22103,56776
10624,21087,10347,125,137,33866,56776
13056,35781,22098,37989,52261,39748,56776
9856,15629,188,149,204,191,56776
13632,36985,25999,42457,56734,43209,56776
12992,34966,21143,37691,51963,39630,56776
7296,11517,186,120,137,17636,56776
13504,36174,22894,38197,52469,38627,56776
9472,18130,1574,182,236,22900,56776
3456,7260,184,122,138,15222,56776
2880,7258,185,120,133,14135,56776
10560,21690,17343,22047,2998,20348,56776
13504,36990,25848,42460,56732,42676,56776
14016,37769,26384,42932,56953,44321,56776
10496,20886,187,119,136,37022,56776
4416,8524,184,119,133,17739,56777
13248,36015,21654,38086,52599,40164,56777
6784,11139,192,131,185,206,56777
12608,25246,184,119,142,7008,56777
9920,19301,187,123,136,19151,56777
10176,19805,12942,16196,137,19900,56777
11456,25356,184,123,138,34490,56777
13440,36630,21866,38491,52967,39774,56777
4352,8411,186,129,182,22676,56777
1280,5911,186,123,135,15946,56777
10496,21407,186,115,137,32778,56777
13312,36270,21889,38117,52607,40804,56777
12864,34597,21417,37368,51610,38596,56777
13312,36209,23002,38195,52605,39345,56777
9344,19017,14246,17295,764,20939,56777
9920,17464,183,121,138,191,56777
14272,38904,26622,43514,57573,44566,56777
4992,8280,188,122,137,17935,56777
3584,7461,186,121,136,23200,56777
8128,11905,185,118,138,30645,56778
12992,35298,21330,37665,51869,39527,56778
6016,10926,185,123,137,191,56778
5248,9670,186,121,130,30379,56778
14080,38698,26559,43084,57193,43904,56778
10048,26460,187,122,136,33404,56778
6912,12061,184,121,136,20930,56778
11008,24372,19817,23844,4269,21259,56778
13440,36125,22542,38184,52486,40411,56778
3584,7617,186,201,257,24010,56778
11200,24156,19587,20981,139,21166,56778
17280,50564,50610,4888,6007,55380,56778
13760,36953,28707,30101,10888,31817,56778
4480,6398,184,120,138,15212,56778
14528,39576,32900,123,140,40271,56778
5504,9439,186,120,134,15482,56778
14016,39012,32367,115,136,36539,56778
7360,11865,189,117,140,22204,56778
8640,13609,186,124,133,29366,56778
9920,20066,16661,20580,2180,18771,56778
10752,22573,16813,20915,1288,27966,56779
2112,6324,185,122,134,21114,56779
11072,24256,189,118,140,25190,56779
11584,27121,20023,22498,2144,24289,56779
15872,46809,38389,121,136,42798,56779
9216,16718,242,124,138,26930,56779
10560,23351,187,117,139,20527,56779
9920,17812,184,118,136,37272,56779
14144,34942,28359,31233,11637,33504,56779
8832,14424,187,119,136,194,56779
3968,7978,184,116,134,15690,56779
12928,35366,21348,37975,52326,39598,56779
12928,35336,21728,37517,51865,39419,56779
11776,27925,23402,28012,9669,21658,56779
1344,5951,182,121,135,24536,56779
10560,16971,183,128,138,9977,56779
9152,14914,185,122,135,42741,56779
13952,38696,26764,42862,57060,43637,56779
6720,11850,187,123,134,32054,56779
14336,38160,26661,43303,57294,44115,56779
3072,5999,184,150,198,11371,56779
11328,25702,23063,26171,7722,25458,56779
13120,35841,22832,38103,52546,39816,56779
13248,35924,22127,37876,52269,38827,56780
14976,30689,190,162,220,2408,56780
12544,31423,25215,26885,6606,28390,56780
12800,22402,184,121,136,8988,56780
13248,35328,20896,37457,51915,38792,56780
13312,35592,186,118,135,29379,56780
7936,13163,184,119,134,943,56780
5504,9617,188,121,131,14657,56780
5568,8395,188,122,136,24537,56780
9344,16848,1620,119,137,25794,56780
9408,13115,7377,120,137,39954,56780
3776,7006,182,118,131,31597,56780
3776,7336,185,123,135,21115,56780
6784,10869,185,121,133,18818,56780
13376,35849,21746,38037,52470,40442,56780
9472,16590,182,119,155,4505,56780
5824,9038,187,118,135,24024,56780
3008,7860,186,120,133,195,56780
13440,36305,22019,38285,52691,39456,56780
13568,35853,22042,37729,52163,39117,56780
13760,36651,22825,38312,52738,39940,56780
13696,35963,21401,38160,52557,40757,56780
13696,36191,21225,38145,52552,40712,56781
13376,35964,22068,37988,52370,39140,56781
3904,6626,189,127,180,25278,56781
13312,35159,21173,37612,52021,39677,56781
2432,6394,184,119,137,5566,56781
9408,18328,181,119,136,43508,56781
3648,7497,188,119,138,15211,56781
12544,31899,25293,119,137,27182,56781
6912,12256,215,120,136,12797,56781
6464,9816,186,119,136,24516,56781
12864,34918,21222,37509,51952,39452,56781
13568,36108,22319,38076,52505,39008,56781
4672,8731,184,194,250,30925,56781
6464,10280,185,123,137,4632,56781
13120,35592,22549,37847,52269,39497,56781
13312,35813,22065,37738,52152,39880,56781
13568,36379,21618,38149,52638,39764,56781
12288,31083,28641,121,137,28254,56781
11968,21304,186,122,133,2454,56781
7552,11480,187,118,137,7321,56782
26496,47131,50616,21533,7319,51913,56782
6848,11678,268,123,136,22565,56782
2240,7293,183,119,136,11583,56782
13440,35506,13904,118,139,34627,56782
12672,33373,27940,30194,10199,29971,56782
14464,40353,35974,122,135,33299,56782
13440,35935,22315,38041,52639,40589,56782
9280,13137,183,166,222,8171,56782
11968,27604,38195,123,138,45593,56782
7936,11033,186,118,140,10827,56782
6272,10108,186,116,139,22604,56782
10496,21708,926,123,138,33414,56782
10368,20521,189,121,137,39641,56782
15296,44126,187,122,134,39757,56782
5696,9583,180,120,136,28277,56782
7616,17819,188,123,138,21953,56782
4672,7399,189,119,135,1230,56782
13312,35636,21201,37537,52121,40676,56782
9344,16146,182,118,136,193,56782
11776,26219,186,120,135,35824,56782
10432,20474,1062,120,134,21772,56782
9408,19720,184,123,135,37287,56782
13440,36188,21712,38255,52619,41068,56782
11648,27660,23084,26176,6461,22993,56782
11584,25917,15381,118,137,37539,56782
6848,11630,186,123,135,7787,56782
13248,35432,21729,37946,52267,40045,56782
10432,21096,185,120,135,24915,56783
9856,20595,17088,21271,782,22494,56783
8128,13322,182,120,138,20124,56783
3136,6915,185,120,134,16104,56783
13696,36255,22406,38295,52728,41255,56783
4992,8559,188,212,262,193,56783
8960,14772,184,121,137,23821,56783
13568,36573,23115,38371,52955,40822,56783
24320,38539,59081,11648,11907,61912,56783
13696,35943,22201,37822,52251,40006,56783
11776,27253,22703,25183,6173,32941,56783
10688,22705,196,118,133,24810,56783
6464,9522,185,117,136,13761,56783
13632,36535,22840,38294,52842,39277,56783
9920,18891,184,177,233,28908,56783
2688,7486,180,120,134,12508,56783
1536,6082,184,120,136,10182,56783
960,5247,183,123,136,18599,56783
7296,13248,185,121,136,22793,56783
7040,10496,2348,121,137,34229,56784
5888,9983,187,115,136,33464,56784
10944,23008,183,123,139,50013,56784
13440,30981,12030,122,134,38942,56784
13632,35787,29411,33674,13062,32998,56784
6656,10239,186,121,134,21313,56784
2304,6975,182,120,138,4175,56784
12864,35472,21510,37827,52202,39028,56784
1280,5772,183,124,138,18141,56784
1792,5716,182,116,137,19397,56784
2560,5953,185,120,136,15656,56784
13440,36111,185,122,136,43276,56784
14912,42943,40854,122,132,37542,56784
7744,13065,186,119,138,19028,56784
13056,35432,21618,37746,52187,39141,56784
9024,16835,187,134,188,7814,56784
15040,38321,26150,43057,57126,46833,56784
12992,34980,20968,37815,51983,39103,56785
3776,7744,191,212,261,12464,56785
11072,23334,187,121,140,25808,56785
10560,22331,14622,18484,501,20497,56785
7936,12388,184,118,139,14123,56785
13440,35828,22392,37950,52261,38955,56785
13376,35580,22298,37976,52336,39636,56785
4352,8099,188,122,134,23001,56785
11392,25642,20378,24311,4700,22096,56785
3584,8260,184,124,133,20224,56785
13376,36557,22085,38509,52849,40543,56785
4928,7468,184,122,161,191,56785
13504,36137,21741,38198,52636,40817,56785
9664,18693,15532,20064,647,22081,56785
13568,36200,21963,38206,52590,40469,56785
5568,9170,186,120,159,26719,56785
9664,17812,476,123,137,21942,56786
2048,6463,186,121,137,23263,56786
5312,9779,187,121,136,197,56786
13504,36776,22514,38509,53023,40198,56786
10880,23067,16628,19778,142,22971,56786
12864,24406,186,125,134,8834,56786
1664,5904,183,122,137,23276,56786
13632,36124,21073,37974,52391,40560,56786
14272,38869,26802,43813,57807,44305,56786
12480,32495,183,120,166,27208,56786
4672,8667,186,120,140,22018,56786
4608,7337,186,121,133,23936,56786
4352,7696,185,122,139,22359,56786
15616,46138,42338,29700,12044,42844,56786
1152,5248,201,118,136,19899,56786
13568,36219,21535,38198,52718,41037,56786
8704,15464,185,139,196,13960,56786
13312,36372,22066,38425,52834,40140,56786
12928,33884,186,123,133,37193,56786
13568,35814,22206,38221,52602,40050,56786
5824,10915,184,133,185,22802,56786
10944,24440,185,120,134,21352,56786
13120,33697,36771,119,138,39115,56786
15488,45427,37022,22066,5717,40532,56786
10624,21837,189,123,136,16806,56786
8320,24299,187,119,138,23934,56786
12736,30126,38745,117,140,46453,56786
12480,29008,11497,2198,138,46327,56786
13312,36292,21582,38127,52732,40569,56786
7232,13022,186,122,136,25921,56787
3392,7175,186,118,137,4695,56787
13696,37961,27149,42955,57134,43501,56787
11904,28736,23049,26341,7137,27419,56787
4992,9735,212,154,131,21078,56787
13440,36266,22165,38206,52518,39666,56787
13440,35906,22157,37948,52588,39725,56787
13824,36462,22145,38310,52831,40093,56787
2048,6240,182,113,141,13876,56787
10624,22418,17940,22772,2417,26093,56787
9280,17142,13658,15902,567,21180,56787
13440,36053,22127,38215,52605,41102,56787
8576,14960,185,213,262,22796,56787
